raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed,verification_status,confidence,matched_title,matched_authors,matched_venue,matched_doi,source_url,source,notes,elapsed_seconds,input_tokens,output_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
"Zhou, W., Huang, G., Pickett, S.T., Wang, J., Cadenasso, M.L., McPhearson,
T., Grove, J.M., Wang, J.: Urban tree canopy has greater cooling effects in
socially vulnerable communities in the US. One Earth 4(12), 1764-1775 (2021)
https://doi.org/10.1016/j.oneear.2021.11.010",journal_article,Urban tree canopy has greater cooling effects in socially vulnerable communities in the US,W. Zhou | G. Huang | S.T. Pickett | J. Wang | M.L. Cadenasso | T. McPhearson | J.M. Grove | J. Wang,2021,One Earth,4,12,1764-1775,,,,,,,verified,1.0,Urban tree canopy has greater cooling effects in socially vulnerable communities in the US,Weiqi Zhou | Ganlin Huang | Steward T.A. Pickett | Jing Wang | M.L. Cadenasso | Timon McPhearson | J. Morgan Grove | Jia Wang,One Earth,10.1016/j.oneear.2021.11.010,https://doi.org/10.1016/j.oneear.2021.11.010,crossref_title_static,Verified via static CrossRef title search (score: 1.00),49.64,0,0,0,0.0,0.0,0.0
"Starfeldt, J., Molina, M.J., Kerr, A., Yang, A., Holmes, T.R., Hain, C.R.: Urban
44
Heat MiniCubes (2026). https://doi.org/10.5065/GNGZ-2510",web,Urban Heat MiniCubes,J. Starfeldt | M.J. Molina | A. Kerr | A. Yang | T.R. Holmes | C.R. Hain,2026,,,,,10.5065/GNGZ-2510,,,,,,verified,1.0,Urban Heat MiniCubes,Jonathan Starfeldt | Maria J. Molina | Alexander Kerr | Adam Yang | Thomas R.H. Holmes | Christopher R. Hain,NSF National Center for Atmospheric Research,10.5065/GNGZ-2510,https://doi.org/10.5065/GNGZ-2510,NCAR DASH / GDEX,The citation correctly identifies the 2026 dataset 'Urban Heat MiniCubes' hosted at NSF NCAR with DOI 10.5065/GNGZ-2510.,45.67,33492,488,1,0.009374,0.005,0.014374
"U.S. Geological Survey’s Earth Resources Observation and Science (EROS) Cen￾ter: Landsat 8-9 Operational Land Imager / Thermal Infrared Sensor Level-2,
Collection 2, Tier 1 (2020). https://doi.org/10.5066/P9OGBGM6",web,"Landsat 8-9 Operational Land Imager / Thermal Infrared Sensor Level-2, Collection 2, Tier 1",U.S. Geological Survey’s Earth Resources Observation and Science (EROS) Center,2020,,,,,10.5066/P9OGBGM6,,,,,,verified,1.0,Landsat 8-9 Operational Land Imager and Thermal Infrared Sensor Collection 2 Level-2,U.S. Geological Survey Earth Resources Observation and Science (EROS) Center,U.S. Geological Survey data release,10.5066/P9OGBGM6,https://doi.org/10.5066/P9OGBGM6,USGS Data Catalog / USGS EROS,"The DOI 10.5066/P9OGBGM6 resolves directly to the official USGS EROS Landsat 8-9 Collection 2 Level-2 dataset released in 2020. Under dataset/non-traditional citation guidelines, minor descriptive tier specification ('Tier 1') is standard and fully verified.",47.1,33391,525,1,0.013506,0.005,0.018506
"European Space Agency: Sentinel-1 Ground Range Detected Product (2014).
https://browser.dataspace.copernicus.eu/",web,Sentinel-1 Ground Range Detected Product,European Space Agency,2014,,,,,,,,,https://browser.dataspace.copernicus.eu/,,verified,0.95,Sentinel-1 Ground Range Detected (GRD),European Space Agency,Copernicus Data Space Ecosystem,,https://documentation.dataspace.copernicus.eu/Data/SentinelMissions/Sentinel1.html,Copernicus Data Space Ecosystem / European Space Agency,"The citation references the European Space Agency's Copernicus Sentinel-1 Level-1 Ground Range Detected (GRD) dataset/product, which began operations/data availability in October 2014 and is accessible via the Copernicus Data Space Ecosystem Browser (https://browser.dataspace.copernicus.eu/).",33.97,33343,445,1,0.013338,0.005,0.018338
"GOES-R Algorithm Working Group; NOAA Geostationary Operation Envi￾ronmental Satellite-R Series: NOAA Geostationary Operation Environmental
Satellite-R Series (GOES-R Series) Advanced Baseline Imager (ABI) Level 2
Cloud and Moisture Imagery Products (CMIP) (2017). https://doi.org/10.7289/
V5736P36",web,NOAA Geostationary Operation Environmental Satellite-R Series (GOES-R Series) Advanced Baseline Imager (ABI) Level 2 Cloud and Moisture Imagery Products (CMIP),GOES-R Algorithm Working Group | NOAA Geostationary Operation Environmental Satellite-R Series,2017,,,,,10.7289/V5736P36,,,,,,verified,1.0,NOAA Geostationary Operation Environmental Satellite-R Series (GOES-R Series) Advanced Baseline Imager (ABI) Level 2 Cloud and Moisture Imagery Products (CMIP),GOES-R Algorithm Working Group | NOAA Geostationary Operation Environmental Satellite-R Series,NOAA National Centers for Environmental Information,10.7289/V5736P36,https://doi.org/10.7289/V5736P36,NOAA NCEI Dataset Catalog / metadata record,"The citation matches the official recommended dataset citation from NOAA NCEI exactly, including author names, title, publication year (2017), and DOI (10.7289/V5736P36).",50.99,33904,492,1,0.013636,0.005,0.018637
"Remote Sensing Systems: RSS WindSat L1C Calibrated TB Version 8 (2022).
https://doi.org/10.5067/WSA80-1CRTB",web,RSS WindSat L1C Calibrated TB Version 8,Remote Sensing Systems,2022,,,,,10.5067/WSA80-1CRTB,,,,,,verified,1.0,RSS WindSat L1C Calibrated TB Version 8,Remote Sensing Systems,NASA Physical Oceanography Distributed Active Archive Center,10.5067/WSA80-1CRTB,https://doi.org/10.5067/WSA80-1CRTB,NASA Earthdata / PO.DAAC,Verified dataset record via NASA PO.DAAC / NASA Earthdata catalog under DOI 10.5067/WSA80-1CRTB.,72.33,33521,416,1,0.009245,0.005,0.014245
"Meier, W.N., Markus, T., Comiso, J.C.: AMSR-E/AMSR2 Unified L3 Daily
12.5 km Brightness Temperatures, Sea Ice Concentration, Motion & Snow
Depth Polar Grids. (AU SI12, Version 1) (2018). https://doi.org/10.5067/
RA1MIJOYPK3P",web,"AMSR-E/AMSR2 Unified L3 Daily 12.5 km Brightness Temperatures, Sea Ice Concentration, Motion & Snow Depth Polar Grids. (AU SI12, Version 1)",W.N. Meier | T. Markus | J.C. Comiso,2018,,,,,10.5067/RA1MIJOYPK3P,,,,,,verified,1.0,"AMSR-E/AMSR2 Unified L3 Daily 12.5 km Brightness Temperatures, Sea Ice Concentration, Motion & Snow Depth Polar Grids, Version 1",W. N. Meier | T. Markus | J. C. Comiso,NASA National Snow and Ice Data Center Distributed Active Archive Center,10.5067/RA1MIJOYPK3P,https://doi.org/10.5067/RA1MIJOYPK3P,NASA Earthdata / NSIDC DAAC,"Direct primary record found at NASA Earthdata / NSIDC DAAC with matching DOI (10.5067/RA1MIJOYPK3P), dataset title, authors, and 2018 publication year.",71.05,33779,504,1,0.009507,0.005,0.014507
"Berg, W.: GPM SSMI on F13 Common Calibrated Brightness Temperatures L1C
1.5 hours 13 km V07 (2021). https://doi.org/10.5067/GPM/SSMI/F13/1C/07",web,GPM SSMI on F13 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,W. Berg,2021,,,,,10.5067/GPM/SSMI/F13/1C/07,,,,,,verified,1.0,GPM SSMI on F13 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,Wesley K. Berg,Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/GPM/SSMI/F13/1C/07,https://doi.org/10.5067/GPM/SSMI/F13/1C/07,NASA Earthdata / Goddard Earth Sciences Data and Information Services Center (GES DISC),"Verified against NASA Earthdata and GES DISC data catalog records. The dataset title, DOI (10.5067/GPM/SSMI/F13/1C/07), year of publication (2021), and author (W. Berg) match exactly.",103.59,33657,543,1,0.01364,0.005,0.018639
"Berg, W.: GPM SSMI on F14 Common Calibrated Brightness Temperatures L1C
1.5 hours 13 km V07 (2021). https://doi.org/10.5067/GPM/SSMI/F14/1C/07",web,GPM SSMI on F14 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,W. Berg,2021,,,,,10.5067/GPM/SSMI/F14/1C/07,,,,,,verified,1.0,GPM SSMI on F14 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,Wesley Berg,NASA Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/GPM/SSMI/F14/1C/07,https://doi.org/10.5067/GPM/SSMI/F14/1C/07,NASA Earthdata / GES DISC,The citation accurately identifies the NASA GES DISC dataset 'GPM SSMI on F14 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07' published in 2021 with DOI 10.5067/GPM/SSMI/F14/1C/07.,98.31,33686,554,1,0.009566,0.005,0.014566
"Berg, W.: GPM SSMI on F15 Common Calibrated Brightness Temperatures L1C
1.5 hours 13 km V07 (2021). https://doi.org/10.5067/GPM/SSMI/F15/1C/07",web,GPM SSMI on F15 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,W. Berg,2021,,,,,10.5067/GPM/SSMI/F15/1C/07,,,,,,verified,0.98,GPM SSMI on F15 Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,Wesley Berg,Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/GPM/SSMI/F15/1C/07,https://doi.org/10.5067/GPM/SSMI/F15/1C/07,NASA GES DISC / data.nasa.gov,"The citation references a real NASA GES DISC dataset registered with DOI 10.5067/GPM/SSMI/F15/1C/07 (GPM_1CF15SSMI V07), released by W. Berg in 2021.",99.48,33640,521,1,0.009487,0.005,0.014487
"Berg, W.: GPM SSMIS on F16 Common Calibrated Brightness Temperatures
L1C 1.5 hours 12 km V08 (2026). https://doi.org/10.5067/GPM/SSMIS/F16/
1C/08",web,GPM SSMIS on F16 Common Calibrated Brightness Temperatures L1C 1.5 hours 12 km V08,W. Berg,2026,,,,,10.5067/GPM/SSMIS/F16/1C/08,,,,,,verified,1.0,GPM SSMIS on F16 Common Calibrated Brightness Temperatures L1C 1.5 hours 12 km V08,W. Berg,NASA Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/GPM/SSMIS/F16/1C/08,https://doi.org/10.5067/GPM/SSMIS/F16/1C/08,NASA GES DISC / NASA Earthdata,The citation is an exact match for the official NASA GES DISC data set release 'GPM SSMIS on F16 Common Calibrated Brightness Temperatures L1C 1.5 hours 12 km V08' authored by W. Berg (2026) under DOI 10.5067/GPM/SSMIS/F16/1C/08.,99.8,33737,541,1,0.009565,0.005,0.014565
"GPM Science Team: GPM TMI on TRMM Common Calibrated Brightness
Temperatures L1C 1.5 hours 13 km V07 (2021). https://doi.org/10.5067/GPM/
TMI/TRMM/1C/07",web,GPM TMI on TRMM Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,GPM Science Team,2021,,,,,10.5067/GPM/TMI/TRMM/1C/07,,,,,,verified,1.0,GPM TMI on TRMM Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07,GPM Science Team,NASA Goddard Earth Sciences Data and Information Services Center,10.5067/GPM/TMI/TRMM/1C/07,https://doi.org/10.5067/GPM/TMI/TRMM/1C/07,NASA Earthdata / GES DISC,The citation points directly to the NASA GES DISC dataset 'GPM TMI on TRMM Common Calibrated Brightness Temperatures L1C 1.5 hours 13 km V07' published with DOI 10.5067/GPM/TMI/TRMM/1C/07 in 2021.,96.66,33697,518,1,0.009503,0.005,0.014503
